face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,participant
detected_faces\02731.jpg,East Asian,Asian,Female,20-29,"[3.7781693e-02 1.8082368e-04 3.5276905e-02 8.4640414e-01 7.4409842e-02
 2.3545686e-04 5.7111993e-03]",[2.1882118e-03 4.9890886e-04 9.9723768e-01 7.5212134e-05],[0.16863598 0.83136404],"[5.9181319e-05 7.4234898e-03 1.7724615e-01 6.8183303e-01 1.2795436e-01
 5.2396548e-03 2.1068599e-04 3.0547235e-05 2.7933781e-06]",02731
detected_faces\02730.jpg,White,White,Male,40-49,"[9.4146520e-01 2.8179257e-04 1.1648002e-02 2.9304875e-02 3.6804907e-03
 1.6817036e-04 1.3451473e-02]",[8.3699173e-01 6.3100673e-04 1.6178913e-01 5.8808230e-04],[0.63809985 0.36190015],"[0.000358   0.00120158 0.00868006 0.11637418 0.2160645  0.33353922
 0.20229377 0.1085621  0.01292656]",02730
detected_faces\02729.jpg,Southeast Asian,Indian,Female,20-29,"[0.020657   0.0147469  0.17242283 0.2520913  0.45016947 0.08179705
 0.00811549]",[0.01321316 0.16683605 0.27356657 0.54638416],[0.08581401 0.91418594],"[9.12031252e-03 1.45938873e-01 2.15667874e-01 5.29856145e-01
 9.18115526e-02 7.05874804e-03 4.27530787e-04 1.05045357e-04
 1.40009315e-05]",02729
detected_faces\02725.jpg,White,Asian,Male,20-29,"[7.58215249e-01 3.94976436e-04 1.10232405e-01 3.22035961e-02
 1.56006487e-02 3.20473081e-03 8.01484585e-02]",[2.4973111e-02 1.6551205e-03 9.7253078e-01 8.4108365e-04],[0.9006734  0.09932662],"[1.9708439e-05 4.1948818e-04 2.4181304e-02 8.4450197e-01 1.2804137e-01
 2.8000083e-03 3.4048597e-05 1.9446034e-06 8.1277427e-08]",02725
detected_faces\02723.jpg,White,Black,Male,30-39,"[0.70220345 0.00793153 0.11955561 0.11743574 0.02110769 0.00084781
 0.03091813]",[0.07864319 0.7892827  0.10421231 0.02786184],[0.6217105  0.37828952],"[0.09793165 0.12211744 0.07259149 0.28316402 0.30957732 0.09073029
 0.01636853 0.0063641  0.00115504]",02723
detected_faces\02722.jpg,East Asian,Asian,Female,20-29,"[0.01179957 0.00318589 0.01672206 0.7169918  0.23502167 0.0022847
 0.0139943 ]",[0.00133455 0.02282656 0.96912295 0.00671595],[0.02041632 0.9795836 ],"[0.00090733 0.02209513 0.0738777  0.57514745 0.2006503  0.10146666
 0.0200641  0.00468103 0.00111028]",02722
detected_faces\02721.jpg,White,White,Male,20-29,"[7.8540790e-01 2.8628812e-04 5.8552671e-02 6.8214268e-04 1.0141663e-03
 6.6652551e-04 1.5339032e-01]",[9.8269027e-01 2.4434703e-03 1.3894517e-02 9.7174512e-04],[0.997656   0.00234401],"[3.7938428e-06 2.2065069e-04 2.0216910e-02 5.6316620e-01 3.8713604e-01
 2.8629404e-02 5.9723575e-04 2.8131633e-05 1.6983562e-06]",02721
detected_faces\02718.jpg,East Asian,Asian,Male,20-29,"[2.3863533e-04 1.4628092e-04 2.5648770e-03 7.4376702e-01 2.5140157e-01
 1.5240171e-03 3.5758124e-04]",[3.3068402e-05 2.0858431e-03 9.9280983e-01 5.0712922e-03],[0.9799003  0.02009966],"[2.4021690e-05 4.7489777e-03 2.2789863e-01 6.5536410e-01 9.7483344e-02
 1.3183630e-02 9.9069008e-04 2.8241446e-04 2.4107549e-05]",02718
detected_faces\02713.jpg,White,White,Male,30-39,"[0.47488058 0.01420768 0.35043943 0.00092141 0.00116451 0.00887583
 0.1495106 ]",[0.82474875 0.02106293 0.00398738 0.15020096],[0.99460673 0.00539327],"[1.46875464e-04 2.42507784e-04 9.03414330e-04 1.15532935e-01
 6.38181746e-01 2.37013698e-01 7.75199756e-03 2.19072477e-04
 7.81800554e-06]",02713
detected_faces\02709.jpg,White,White,Female,40-49,"[7.3092335e-01 8.2503997e-05 5.0332332e-03 2.7116379e-04 5.1992584e-04
 3.7578534e-04 2.6279396e-01]",[9.9242079e-01 8.2977710e-04 3.0103547e-03 3.7390438e-03],[0.03251106 0.96748894],"[3.8103694e-06 1.5505137e-05 4.6685379e-04 4.0681392e-02 2.7274492e-01
 5.6179339e-01 1.1354724e-01 9.6127633e-03 1.1341387e-03]",02709
detected_faces\02705.jpg,East Asian,Asian,Male,20-29,"[0.15520681 0.01630385 0.15876505 0.387922   0.18253857 0.01436102
 0.08490267]",[0.07653438 0.29150674 0.61429673 0.01766212],[0.80072874 0.19927128],"[7.0821552e-04 1.3554207e-02 9.5624141e-02 7.2014749e-01 1.5566063e-01
 1.3467240e-02 6.4404297e-04 1.6847941e-04 2.5522399e-05]",02705
detected_faces\02700.jpg,White,White,Female,20-29,"[0.84383035 0.00391556 0.01887538 0.0220586  0.0191822  0.00132955
 0.09080838]",[0.62333757 0.2204638  0.06885525 0.08734334],[0.0961889 0.9038111],"[0.03362209 0.25987512 0.10014267 0.33063683 0.21143863 0.05267373
 0.00911087 0.00181416 0.00068589]",02700
detected_faces\02690.jpg,White,White,Male,30-39,"[0.8829956  0.00221483 0.03295602 0.00224543 0.0017865  0.00360558
 0.07419609]",[9.9387044e-01 4.3945413e-04 1.3296790e-03 4.3603829e-03],[0.99873614 0.00126389],"[3.3220545e-06 2.4436727e-05 9.5204829e-04 2.3732997e-01 6.2795281e-01
 1.3036284e-01 3.2454771e-03 1.2210124e-04 7.0197461e-06]",02690
detected_faces\02689.jpg,White,White,Male,20-29,"[9.8527920e-01 1.1303135e-05 9.0059498e-03 1.6356938e-04 1.1380167e-04
 1.7842377e-04 5.2477121e-03]",[9.9972147e-01 1.3278205e-05 6.1523948e-05 2.0373665e-04],[0.858296   0.14170407],"[1.4743965e-06 7.0460094e-04 2.4332944e-01 7.3113966e-01 2.3991259e-02
 8.1859581e-04 1.4291805e-05 5.6835461e-07 5.9027737e-08]",02689
detected_faces\02681.jpg,White,White,Female,20-29,"[7.7765965e-01 3.4300840e-05 6.4652399e-03 1.7932159e-01 3.0735083e-02
 4.0515100e-05 5.7436349e-03]",[5.9215468e-01 4.0938688e-04 4.0628669e-01 1.1491592e-03],[0.01770337 0.9822966 ],"[6.8003096e-02 4.6212029e-02 5.3947091e-02 6.6859210e-01 1.4982769e-01
 1.2756146e-02 5.7525979e-04 7.4203424e-05 1.2380531e-05]",02681
detected_faces\02673.jpg,Black,White,Male,30-39,"[0.03345102 0.80584705 0.1372836  0.00438658 0.01006359 0.00409834
 0.00486987]",[0.5200167  0.41313562 0.06383216 0.00301557],[0.988315   0.01168498],"[0.07491951 0.02297369 0.00540098 0.23459744 0.475396   0.14832765
 0.0309226  0.00603917 0.00142297]",02673
detected_faces\02669.jpg,White,White,Female,20-29,"[6.7617536e-01 7.7893084e-05 3.3914674e-02 2.1980232e-01 3.5723794e-02
 9.3423179e-04 3.3371739e-02]",[8.3489007e-01 3.8341685e-05 1.6423827e-01 8.3331723e-04],[0.00104505 0.99895495],"[9.1946378e-05 2.9575346e-02 3.6490050e-01 5.2344739e-01 7.6810107e-02
 5.0873132e-03 7.9735604e-05 6.9105276e-06 7.2782439e-07]",02669
detected_faces\02666.jpg,White,White,Male,30-39,"[5.6109500e-01 4.1355743e-04 1.5337786e-02 6.7562796e-04 8.4421126e-04
 8.5953082e-04 4.2077431e-01]",[0.990524   0.00115704 0.00356395 0.00475512],[0.9979351  0.00206492],"[1.9602427e-05 1.1884787e-04 2.8078370e-03 4.5499289e-01 5.0363475e-01
 3.7910726e-02 4.9126329e-04 2.2446011e-05 1.7247381e-06]",02666
detected_faces\02663.jpg,East Asian,Asian,Female,20-29,"[0.1186185  0.09709138 0.17726849 0.4660432  0.12075169 0.00319153
 0.01703521]",[0.02771743 0.13105857 0.8254222  0.01580174],[0.08891411 0.9110859 ],"[0.00083254 0.012822   0.04978669 0.44481915 0.37468082 0.10116779
 0.01101342 0.00398857 0.000889  ]",02663
detected_faces\02650.jpg,White,Black,Male,20-29,"[0.4889144  0.02574051 0.23251376 0.03481521 0.02299449 0.00206552
 0.19295616]",[0.06213458 0.8438912  0.09051713 0.003457  ],[0.9908237  0.00917631],"[3.3037330e-05 8.4228988e-04 3.6487624e-02 7.5346023e-01 1.9697286e-01
 1.1512765e-02 5.8436627e-04 9.2581380e-05 1.4185249e-05]",02650
detected_faces\02649.jpg,White,White,Male,20-29,"[9.5351648e-01 3.1558222e-03 3.0169310e-03 2.3674477e-02 1.1929352e-02
 1.2449623e-04 4.5823073e-03]",[8.9033115e-01 2.8293605e-03 1.0657703e-01 2.6243742e-04],[0.9947993  0.00520066],"[2.4081713e-05 9.1055715e-03 2.6237938e-01 6.1977112e-01 9.5091805e-02
 1.1814930e-02 1.5294279e-03 2.2671769e-04 5.6931571e-05]",02649
detected_faces\02634.jpg,White,White,Male,19-Oct,"[9.4645125e-01 9.1685826e-05 2.8771585e-02 5.4480354e-03 4.3961885e-03
 8.1994338e-05 1.4759224e-02]",[9.9286938e-01 3.0822807e-04 6.3564265e-03 4.6594450e-04],[0.9970006  0.00299945],"[2.7391222e-06 2.9253098e-03 6.2571639e-01 3.3454105e-01 3.5872448e-02
 9.2615891e-04 1.5135932e-05 7.8659161e-07 4.6400338e-08]",02634
detected_faces\02632.jpg,White,White,Female,20-29,"[0.3276745  0.0120145  0.2108139  0.2357992  0.14235812 0.00922429
 0.06211547]",[0.7007457  0.01720318 0.26728964 0.01476155],[0.03672789 0.9632721 ],"[6.8819754e-05 4.2902227e-03 1.4927755e-01 5.7054341e-01 2.4424179e-01
 2.8600724e-02 2.6415670e-03 2.9720351e-04 3.8642582e-05]",02632
detected_faces\02629.jpg,East Asian,Asian,Male,20-29,"[0.06399103 0.01423828 0.11568765 0.39315587 0.19885829 0.03894207
 0.17512682]",[0.01040968 0.00214398 0.97624284 0.01120347],[0.9613448  0.03865525],"[3.8445592e-03 1.1176321e-01 1.6767421e-01 4.1360024e-01 2.3647194e-01
 6.0372811e-02 5.2964985e-03 7.9825247e-04 1.7832273e-04]",02629
detected_faces\02622.jpg,White,White,Female,30-39,"[0.4643284  0.01629613 0.14471608 0.22220378 0.04965976 0.00377568
 0.09902016]",[0.5586675  0.12709653 0.1827069  0.13152914],[0.41164035 0.58835965],"[8.3111634e-05 7.3283672e-04 1.5306066e-02 2.5455728e-01 3.8127276e-01
 2.3840551e-01 6.1691258e-02 3.5582013e-02 1.2369150e-02]",02622
detected_faces\02619.jpg,Black,Black,Male,30-39,"[0.00118022 0.9665953  0.00886855 0.00169752 0.00919076 0.01081069
 0.00165698]",[9.705208e-05 9.645775e-01 3.101708e-02 4.308334e-03],[0.9095904  0.09040958],"[3.4748944e-05 1.1405079e-04 2.3186458e-03 1.2992357e-01 3.5899681e-01
 3.3724171e-01 1.4366950e-01 2.5177851e-02 2.5231813e-03]",02619
detected_faces\02617.jpg,East Asian,Asian,Female,20-29,"[0.05606243 0.00113975 0.05598127 0.7981482  0.07864814 0.00329191
 0.00672825]",[0.00654272 0.00169121 0.98907834 0.00268772],[0.00777959 0.99222046],"[2.1037911e-06 3.1460513e-04 3.6469441e-02 7.6426739e-01 1.8139869e-01
 1.6656460e-02 6.9275050e-04 1.7627474e-04 2.2314463e-05]",02617
detected_faces\02615.jpg,White,White,Female,40-49,"[0.91833925 0.00094425 0.03229522 0.01941598 0.0062769  0.00138626
 0.02134201]",[9.5589113e-01 8.3133207e-05 3.6597367e-02 7.4284072e-03],[0.2181554 0.7818446],"[0.00044475 0.00144026 0.01077506 0.09714054 0.19477239 0.27831075
 0.19446602 0.1622226  0.06042761]",02615
detected_faces\02613.jpg,Southeast Asian,Asian,Male,9-Mar,"[0.03957096 0.01092784 0.04336483 0.26433963 0.60330164 0.01616337
 0.0223317 ]",[0.00101095 0.00181998 0.99412125 0.00304778],[0.9410937  0.05890637],"[5.9301030e-02 4.7041109e-01 8.0694780e-02 2.6594493e-01 1.0039842e-01
 2.1535914e-02 1.2566441e-03 3.3110406e-04 1.2617779e-04]",02613
detected_faces\02611.jpg,White,White,Male,19-Oct,"[8.5043490e-01 1.6143882e-04 1.6406083e-02 1.3083213e-02 6.6375886e-03
 6.3119974e-04 1.1264560e-01]",[9.8568332e-01 4.3988945e-05 1.4202573e-02 7.0196213e-05],[0.9989088  0.00109116],"[6.5286324e-05 6.9829859e-02 6.7134559e-01 2.0557705e-01 4.9535215e-02
 3.4770230e-03 1.5543032e-04 1.3567272e-05 9.8133717e-07]",02611
detected_faces\02610.jpg,White,White,Female,20-29,"[0.89448977 0.00122342 0.02417515 0.01602505 0.00987802 0.00225095
 0.05195763]",[0.94302857 0.00682229 0.04466583 0.00548337],[0.04101818 0.9589819 ],"[4.02168575e-04 6.43868092e-03 3.49009708e-02 5.65978229e-01
 3.32155228e-01 5.63163981e-02 3.21702519e-03 4.79613984e-04
 1.11629575e-04]",02610
detected_faces\02601.jpg,White,White,Female,30-39,"[9.9610126e-01 3.2303506e-05 1.5230241e-03 1.6816646e-05 1.6930422e-05
 8.3906480e-06 2.3013558e-03]",[9.9949896e-01 1.5177226e-04 2.0606437e-04 1.4318374e-04],[0.01118989 0.98881006],"[1.4433985e-05 1.6731711e-04 1.1097870e-02 3.1685722e-01 4.5086598e-01
 1.9616546e-01 2.1696858e-02 2.9906300e-03 1.4425928e-04]",02601
detected_faces\02595.jpg,White,White,Female,20-29,"[7.93887496e-01 1.08596159e-03 3.02813519e-02 1.02266006e-01
 1.62491295e-02 5.71937358e-04 5.56580462e-02]",[0.8211328  0.00314484 0.17185262 0.00386977],[0.07075752 0.92924243],"[5.18263667e-04 8.53535719e-03 1.04415596e-01 4.22390163e-01
 3.52983445e-01 9.62510630e-02 1.32270558e-02 1.54061557e-03
 1.38514166e-04]",02595
detected_faces\02593.jpg,Black,Black,Male,30-39,"[0.20113918 0.6103459  0.11722608 0.01219425 0.01931012 0.01454373
 0.02524076]",[0.05277079 0.70056015 0.11744222 0.12922682],[0.9664856  0.03351442],"[0.00085005 0.00360733 0.00640845 0.2740224  0.48214182 0.1772841
 0.04091015 0.01110687 0.00366883]",02593
detected_faces\02590.jpg,Middle Eastern,Asian,Female,20-29,"[0.21031776 0.16256069 0.10813055 0.10127766 0.10517326 0.0199143
 0.29262573]",[0.03920703 0.07210829 0.8787033  0.00998139],[0.3975504 0.6024496],"[1.48819759e-04 9.43321176e-03 1.24561802e-01 4.71241742e-01
 2.92591989e-01 8.91495869e-02 1.00958375e-02 2.05955724e-03
 7.17484683e-04]",02590
detected_faces\02588.jpg,White,White,Male,20-29,"[4.3452948e-01 3.4257711e-04 2.1522541e-01 2.4559144e-02 2.7207863e-02
 3.1575218e-02 2.6656029e-01]",[9.1623175e-01 4.8851682e-04 5.5360116e-02 2.7919611e-02],[0.9937044  0.00629564],"[3.8768514e-04 6.1495949e-02 3.2611018e-01 4.0694118e-01 1.8056768e-01
 2.3814978e-02 6.4018549e-04 3.7270744e-05 4.9330065e-06]",02588
detected_faces\02587.jpg,White,White,Female,20-29,"[0.60135454 0.00294867 0.18867333 0.04588806 0.01262985 0.01029154
 0.13821399]",[0.96391207 0.00437267 0.01810691 0.01360833],[0.00271469 0.9972853 ],"[2.3822882e-05 1.8002238e-02 3.5277265e-01 5.3371823e-01 9.0864033e-02
 4.5410967e-03 6.8149449e-05 8.8404895e-06 1.0333470e-06]",02587
detected_faces\02585.jpg,White,Asian,Female,30-39,"[0.42394283 0.00319829 0.33252043 0.03714275 0.04913487 0.00230527
 0.15175554]",[1.5662638e-02 3.1886965e-03 9.8055023e-01 5.9837784e-04],[0.0158049 0.9841951],"[0.00158254 0.00148486 0.00609781 0.12205924 0.37959307 0.3433296
 0.11479371 0.02945844 0.00160078]",02585
detected_faces\02581.jpg,Latino_Hispanic,Asian,Male,20-29,"[0.1257823  0.00757622 0.25685328 0.11272997 0.12178854 0.13309437
 0.24217533]",[0.0663589  0.00785464 0.69250107 0.23328535],[0.9425201  0.05747987],"[1.9497190e-03 1.3451147e-02 1.8244080e-02 6.6188878e-01 2.7484846e-01
 2.8354349e-02 1.0262862e-03 2.0220526e-04 3.4877099e-05]",02581
detected_faces\02578.jpg,Middle Eastern,Asian,Male,20-29,"[0.1133105  0.0099818  0.18901521 0.1453387  0.06980216 0.1722459
 0.3003057 ]",[0.1105518  0.35327646 0.36130273 0.174869  ],[0.96108925 0.03891077],"[8.4178918e-04 7.7998713e-03 3.1948883e-02 7.1082860e-01 2.2648650e-01
 2.1113755e-02 8.6148601e-04 1.0839367e-04 1.0643819e-05]",02578
detected_faces\02576.jpg,Latino_Hispanic,Asian,Male,30-39,"[0.20076396 0.1091031  0.34898087 0.15886793 0.09395791 0.0049118
 0.08341455]",[0.39951184 0.04112669 0.5533647  0.00599676],[0.9629117  0.03708828],"[1.12593721e-03 4.57967632e-02 8.63464624e-02 3.59059155e-01
 3.91173333e-01 1.07376665e-01 8.54578335e-03 5.35203610e-04
 4.07050575e-05]",02576
detected_faces\02575.jpg,White,White,Female,20-29,"[8.41712952e-01 1.17551586e-04 2.53519677e-02 7.81772435e-02
 6.90087350e-03 7.37198498e-05 4.76657040e-02]",[6.8990827e-01 1.7829538e-04 3.0963361e-01 2.7979861e-04],[5.261095e-04 9.994739e-01],"[2.5753079e-06 1.2040190e-04 1.6204629e-02 4.1363746e-01 3.9404505e-01
 1.5383746e-01 1.8682344e-02 3.1833127e-03 2.8671516e-04]",02575
detected_faces\02573.jpg,White,White,Female,20-29,"[9.3892115e-01 7.3530769e-05 1.0519913e-02 2.9339795e-03 1.7830117e-03
 4.9350923e-04 4.5274921e-02]",[0.8796943  0.00169065 0.11718396 0.00143115],[0.08194335 0.9180566 ],"[6.7751491e-05 1.0880379e-03 3.7767030e-02 5.9109622e-01 3.2233050e-01
 4.1436482e-02 4.7742859e-03 1.2242110e-03 2.1553210e-04]",02573
detected_faces\02571.jpg,White,White,Male,20-29,"[9.3118471e-01 2.7791539e-04 1.9730387e-02 1.1751944e-02 1.0177355e-02
 3.7386161e-04 2.6503935e-02]",[9.9394226e-01 2.9123548e-04 5.3176666e-03 4.4885388e-04],[0.98698866 0.01301131],"[3.49576731e-05 1.41407188e-03 5.84809408e-02 7.73009837e-01
 1.60745516e-01 6.16298476e-03 1.40589866e-04 1.00612015e-05
 9.64715809e-07]",02571
detected_faces\02567.jpg,Latino_Hispanic,White,Male,20-29,"[0.11478069 0.01158876 0.5186069  0.00715981 0.23146221 0.02245681
 0.09394477]",[0.43376973 0.2183326  0.11725532 0.23064235],[0.8946526  0.10534737],"[1.3119128e-06 2.0689053e-04 5.2819621e-02 6.6441166e-01 2.7375960e-01
 8.6760269e-03 1.1784516e-04 6.6119960e-06 3.9742065e-07]",02567
detected_faces\02566.jpg,White,Black,Male,20-29,"[8.1953591e-01 1.2589823e-02 7.4792519e-02 4.3389797e-02 1.6700769e-02
 3.2741643e-04 3.2663729e-02]",[0.05683048 0.83121115 0.10532241 0.00663589],[0.65026057 0.34973943],"[1.1373711e-03 9.3026890e-04 4.5605130e-03 6.1113298e-01 3.4427285e-01
 3.4546498e-02 3.0896557e-03 3.0249421e-04 2.7287528e-05]",02566
detected_faces\02559.jpg,Latino_Hispanic,Indian,Male,20-29,"[0.04247314 0.05015254 0.4762241  0.00512701 0.02367695 0.11198618
 0.2903601 ]",[0.02891791 0.06083674 0.41048825 0.49975705],[0.95165974 0.04834032],"[4.3585984e-05 1.6562521e-03 3.2216981e-02 8.3678716e-01 1.2687495e-01
 2.3962604e-03 2.0842232e-05 3.3437821e-06 5.9712198e-07]",02559
detected_faces\02557.jpg,White,Asian,Female,9-Mar,"[0.4710607  0.00641545 0.11247453 0.17153208 0.10203605 0.00508371
 0.13139749]",[9.6891910e-02 1.4271751e-03 9.0083659e-01 8.4435858e-04],[0.12536 0.87464],"[0.01336388 0.36385545 0.19101007 0.21389423 0.10710242 0.06939421
 0.0193372  0.01116723 0.01087535]",02557
detected_faces\02554.jpg,White,Asian,Male,20-29,"[0.3932601  0.00497616 0.2874006  0.24463516 0.05606038 0.00270272
 0.0109649 ]",[0.14812346 0.0476477  0.7825694  0.02165943],[0.6537812  0.34621885],"[0.00215745 0.04822748 0.04267846 0.5100682  0.3164143  0.0693116
 0.00687181 0.00337509 0.00089559]",02554
detected_faces\02553.jpg,White,White,Female,20-29,"[7.8626329e-01 4.5360162e-04 6.2825285e-02 6.6629440e-02 1.2344043e-02
 6.3923403e-04 7.0845135e-02]",[0.9750007  0.00186695 0.01975178 0.00338051],[0.2840906 0.7159094],"[0.00683151 0.06854369 0.24145429 0.34461376 0.22724278 0.08686346
 0.01723313 0.00565823 0.00155913]",02553
detected_faces\02552.jpg,White,White,Female,30-39,"[9.1608965e-01 1.0665301e-04 2.8035000e-02 2.8020434e-02 6.6804304e-03
 7.6073530e-04 2.0307103e-02]",[0.750498   0.00139966 0.23385502 0.01424734],[0.02509565 0.97490436],"[0.01020591 0.00428307 0.0117516  0.13391407 0.33461827 0.32870907
 0.11321271 0.05575664 0.00754869]",02552
detected_faces\02551.jpg,Middle Eastern,Asian,Male,20-29,"[0.14202423 0.04258032 0.12761042 0.11556827 0.042289   0.01962244
 0.51030535]",[0.05948952 0.03350165 0.9034296  0.00357925],[0.9155692  0.08443082],"[7.2524388e-04 2.1868015e-02 2.3048279e-01 5.4021442e-01 1.8411909e-01
 2.0870915e-02 1.4556992e-03 2.3254438e-04 3.1270261e-05]",02551
detected_faces\02550.jpg,White,Asian,Female,20-29,"[0.74191135 0.01697178 0.10964241 0.01670208 0.0164238  0.00391721
 0.09443147]",[0.00489196 0.01168158 0.9809719  0.00245457],[0.3365201 0.6634798],"[1.8401668e-05 1.2778390e-03 9.5474772e-02 6.7685449e-01 1.8771338e-01
 3.4960721e-02 3.1487052e-03 4.9581454e-04 5.5869135e-05]",02550
detected_faces\02547.jpg,East Asian,Asian,Female,20-29,"[0.16281573 0.00366457 0.16575837 0.42234573 0.12147491 0.01520471
 0.10873605]",[0.09868391 0.00462235 0.8905222  0.00617163],[0.13146709 0.8685329 ],"[3.9599808e-03 3.5411894e-02 4.9286328e-02 6.8896717e-01 2.0222212e-01
 1.7919473e-02 1.8364125e-03 3.5056393e-04 4.6082696e-05]",02547
detected_faces\02542.jpg,East Asian,Asian,Male,40-49,"[0.03375989 0.11276435 0.19950998 0.30766034 0.27753046 0.05127653
 0.01749843]",[0.02162673 0.34197587 0.6067163  0.02968115],[0.82664424 0.17335577],"[0.05744205 0.09604519 0.03577475 0.12363514 0.2253416  0.23042159
 0.11340991 0.07948246 0.03844723]",02542
detected_faces\02540.jpg,White,White,Female,20-29,"[0.44526964 0.00127778 0.09346382 0.38093504 0.07227849 0.00103631
 0.00573894]",[0.54412895 0.0058336  0.44462517 0.00541231],[0.45752406 0.542476  ],"[9.6634976e-05 6.7405244e-03 1.4873761e-01 4.4016403e-01 2.1733433e-01
 1.2285258e-01 3.9604269e-02 1.8793425e-02 5.6766407e-03]",02540
detected_faces\02536.jpg,White,Asian,Male,20-29,"[0.5919343  0.00324015 0.1279143  0.16507454 0.06869857 0.00316948
 0.03996873]",[0.25606716 0.14553788 0.48567906 0.11271587],[0.8561636  0.14383633],"[2.6097975e-04 6.0003516e-03 3.0825686e-02 5.5305940e-01 3.6997557e-01
 3.6036197e-02 3.4828265e-03 3.2316177e-04 3.5783214e-05]",02536
detected_faces\02535.jpg,Black,Black,Female,19-Oct,"[1.9695193e-03 9.7331417e-01 1.6954809e-02 4.3363252e-05 3.2445553e-04
 7.1524032e-03 2.4118759e-04]",[0.00108474 0.975549   0.00140792 0.02195824],[0.05572037 0.9442797 ],"[2.7068361e-04 7.0158489e-02 5.0193924e-01 3.8791916e-01 3.8834989e-02
 8.4932527e-04 2.6617103e-05 1.3461660e-06 1.2799380e-07]",02535
detected_faces\02534.jpg,White,White,Female,20-29,"[9.9810660e-01 4.8565812e-06 1.0359174e-03 6.9406939e-05 5.2556719e-05
 1.4052326e-05 7.1660621e-04]",[9.9959821e-01 6.8902576e-05 2.6912586e-04 6.3770756e-05],[0.00422989 0.9957701 ],"[1.7468058e-04 9.9654093e-02 3.8005465e-01 4.0711921e-01 9.5665701e-02
 1.6750444e-02 5.3177093e-04 3.7634152e-05 1.1834915e-05]",02534
detected_faces\02533.jpg,White,Asian,Male,20-29,"[0.63024527 0.00427037 0.14271799 0.08191579 0.02373483 0.00670194
 0.11041377]",[0.12788479 0.00943099 0.85595953 0.00672474],[0.7428776  0.25712237],"[3.6084468e-03 2.6567621e-02 5.0745167e-02 6.1385691e-01 2.4694975e-01
 4.8374806e-02 7.6238182e-03 1.8802923e-03 3.9321865e-04]",02533
detected_faces\02526.jpg,White,Indian,Female,20-29,"[0.49978167 0.00809946 0.16236562 0.03453395 0.03239408 0.02514713
 0.23767811]",[0.0711957  0.14665696 0.21230268 0.5698446 ],[0.1770338 0.8229662],"[0.00235855 0.03280785 0.12824965 0.49706194 0.21231829 0.10249921
 0.01455934 0.00664327 0.00350195]",02526
detected_faces\02525.jpg,White,White,Male,30-39,"[9.7896004e-01 7.7984087e-06 2.1593263e-03 1.7881603e-04 1.0493622e-04
 1.6170440e-04 1.8427478e-02]",[9.9924630e-01 2.5713905e-06 6.8635790e-04 6.4846499e-05],[9.9964178e-01 3.5823678e-04],"[2.7718675e-06 2.9651315e-05 1.5021124e-03 1.8683688e-01 6.1680734e-01
 1.9010520e-01 4.5918906e-03 1.1918142e-04 5.0523695e-06]",02525
detected_faces\02524.jpg,Black,Black,Female,20-29,"[7.2887033e-04 9.8635465e-01 7.5477157e-03 1.8706702e-03 2.1134047e-03
 1.0162102e-03 3.6854635e-04]",[1.0006961e-04 9.4700640e-01 4.9415436e-02 3.4781145e-03],[0.34955478 0.6504452 ],"[3.1590174e-04 3.5022630e-03 3.4947749e-02 4.3063843e-01 3.6922845e-01
 1.3087372e-01 2.3144396e-02 6.4087431e-03 9.4023196e-04]",02524
detected_faces\02522.jpg,White,Asian,Male,9-Mar,"[0.6174093  0.01164987 0.0639652  0.10374513 0.01864772 0.00563643
 0.1789463 ]",[0.38143864 0.06516553 0.5056352  0.04776066],[0.9973134  0.00268657],"[3.23042534e-02 6.10742807e-01 1.62030071e-01 5.16981930e-02
 1.01971604e-01 3.66543569e-02 3.78146349e-03 7.31398002e-04
 8.59361971e-05]",02522
detected_faces\02521.jpg,White,White,Male,20-29,"[0.5269745  0.0027907  0.22459298 0.01844653 0.01778408 0.00893229
 0.20047896]",[0.5702721  0.06068949 0.24435262 0.12468579],[0.99835324 0.00164674],"[9.7748625e-06 1.4497979e-04 1.3472748e-02 7.3028135e-01 2.4611169e-01
 9.7896680e-03 1.7804191e-04 1.1213792e-05 5.3705116e-07]",02521
detected_faces\02520.jpg,Indian,Indian,Male,20-29,"[0.01561135 0.14638    0.13531527 0.0333869  0.12733862 0.33162642
 0.2103415 ]",[0.01053659 0.11889724 0.2656856  0.60488063],[0.922252   0.07774801],"[0.00528935 0.1577679  0.23220338 0.3196554  0.20484617 0.06374025
 0.01061535 0.00442385 0.00145833]",02520
detected_faces\02518.jpg,White,White,Male,30-39,"[0.31986016 0.03323474 0.2846188  0.0316295  0.04308461 0.02828232
 0.25928992]",[0.29032314 0.25576633 0.22558063 0.22832991],[0.9630474  0.03695266],"[1.1715657e-03 1.7346932e-03 2.7333377e-03 2.1364915e-01 5.4603195e-01
 2.1335620e-01 1.8547270e-02 2.4644972e-03 3.1138756e-04]",02518
